atlas_dataset_id	gene	cell_type	n_cells	mean_expr	pct_expr
GSE115469	RPS13	Erythroid Cells	93	3.336738522334765	0.6881720430107527
GSE115469	RPS13	Hepatic Stellate Cells	37	2.3801199713268795	0.9459459459459459
GSE115469	RPS13	Hepatocyte 1	1006	2.975124675639818	0.9781312127236581
GSE115469	RPS13	Hepatocyte 2	909	3.05718241672967	0.9790979097909791
GSE115469	RPS13	Hepatocyte 3	629	2.440356542366677	0.7726550079491256
GSE115469	RPS13	Hepatocyte 4	603	1.7870016759307823	0.6782752902155887
GSE115469	RPS13	Hepatocyte 5	202	2.2165666795012973	0.8762376237623762
GSE115469	RPS13	Hepatocyte 6	152	4.899455031282024	0.9605263157894737
GSE115469	RPS13	Inflammatory Macrophage	813	4.079580152459983	0.996309963099631
GSE115469	RPS13	Mature B Cells	129	4.325025646261467	1.0
GSE115469	RPS13	NK-like Cells	488	3.2605119391542967	0.9795081967213115
GSE115469	RPS13	Non-inflammatory Macrophage	379	3.871704880669123	0.978891820580475
GSE115469	RPS13	Periportal LSECs	327	3.1443881901032333	0.9908256880733946
GSE115469	RPS13	Plasma Cells	511	3.6833467215241287	0.9608610567514677
GSE115469	RPS13	Portal endothelial Cells	211	3.0953662124290284	0.981042654028436
GSE115469	RPS13	alpha-beta T Cells	961	3.867721260524317	0.991675338189386
GSE115469	RPS13	gamma-delta T Cells 1	464	3.2936119059550353	0.9655172413793104
GSE115469	RPS13	gamma-delta T Cells 2	105	2.8360276057606653	0.9809523809523809
GSE115469	CD44	Central venous LSECs	306	0.05530085214991975	0.05555555555555555
GSE115469	CD44	Cholangiocytes	119	0.049553447974329236	0.11764705882352941
GSE115469	CD44	Erythroid Cells	93	0.4864588142723166	0.17204301075268819
GSE115469	CD44	Hepatic Stellate Cells	37	0.19897626783396746	0.1891891891891892
GSE115469	CD44	Hepatocyte 1	1006	0.0010099002487853792	0.0019880715705765406
GSE115469	CD44	Hepatocyte 2	909	0.007051704445294421	0.007700770077007701
GSE115469	CD44	Hepatocyte 3	629	0.044691462395490635	0.01589825119236884
GSE115469	CD44	Hepatocyte 4	603	0.009149267305782185	0.004975124378109453
GSE115469	CD44	Hepatocyte 5	202	0.020770122656727782	0.054455445544554455
GSE115469	CD44	Hepatocyte 6	152	0.015897568903471295	0.006578947368421052
GSE115469	CD44	Inflammatory Macrophage	813	0.9685935588487107	0.5682656826568265
GSE115469	CD44	Mature B Cells	129	0.533802351286245	0.26356589147286824
GSE115469	CD44	NK-like Cells	488	0.3363414817169064	0.24385245901639344
GSE115469	CD44	Non-inflammatory Macrophage	379	1.2804999197378637	0.6886543535620053
GSE115469	CD44	Periportal LSECs	327	0.025951675136519498	0.03058103975535168
GSE115469	CD44	Plasma Cells	511	0.3308049904477806	0.25048923679060664
GSE115469	CD44	Portal endothelial Cells	211	0.012558020545408059	0.02843601895734597
GSE115469	CD44	alpha-beta T Cells	961	0.9071673342762331	0.4963579604578564
GSE115469	CD44	gamma-delta T Cells 1	464	0.4968222965454233	0.2543103448275862
GSE115469	CD44	gamma-delta T Cells 2	105	0.4761483603999728	0.5619047619047619
GSE115469	F2	Central venous LSECs	306	0.05742924587399352	0.05228758169934641
GSE115469	F2	Cholangiocytes	119	0.07414588839316569	0.10084033613445378
GSE115469	F2	Erythroid Cells	93	0.39311730733481787	0.12903225806451613
GSE115469	F2	Hepatic Stellate Cells	37	0.19625819373775172	0.13513513513513514
GSE115469	F2	Hepatocyte 1	1006	2.106659801769446	0.9125248508946322
GSE115469	F2	Hepatocyte 2	909	1.3036927854595142	0.7865786578657866
GSE115469	F2	Hepatocyte 3	629	2.4551586359976207	0.7758346581875993
GSE115469	F2	Hepatocyte 4	603	2.3289924647479903	0.8092868988391376
GSE115469	F2	Hepatocyte 5	202	2.413030011892909	0.9504950495049505
GSE115469	F2	Hepatocyte 6	152	1.6243218916811442	0.45394736842105265
GSE115469	F2	Inflammatory Macrophage	813	0.08819810186511623	0.06150061500615006
GSE115469	F2	Mature B Cells	129	0.05776629244634347	0.023255813953488372
GSE115469	F2	NK-like Cells	488	0.10865106470272189	0.09016393442622951
GSE115469	F2	Non-inflammatory Macrophage	379	0.08589122650805753	0.08443271767810026
GSE115469	F2	Periportal LSECs	327	0.09167726839172001	0.09480122324159021
GSE115469	F2	Plasma Cells	511	0.11043169832042986	0.08610567514677103
GSE115469	F2	Portal endothelial Cells	211	0.10176475918123508	0.09004739336492891
GSE115469	F2	alpha-beta T Cells	961	0.10390139339369617	0.06659729448491156
GSE115469	F2	gamma-delta T Cells 1	464	0.1164720198460694	0.07543103448275862
GSE115469	F2	gamma-delta T Cells 2	105	0.046888854106267294	0.0761904761904762
GSE115469	SERPING1	Central venous LSECs	306	0.6123712577071845	0.4803921568627451
GSE115469	SERPING1	Cholangiocytes	119	1.29918752961299	0.8739495798319328
GSE115469	SERPING1	Erythroid Cells	93	0.5361499459512772	0.1827956989247312
GSE115469	SERPING1	Hepatic Stellate Cells	37	0.592042620923068	0.43243243243243246
GSE115469	SERPING1	Hepatocyte 1	1006	3.2713969756310313	0.9950298210735586
GSE115469	SERPING1	Hepatocyte 2	909	2.7102947568211486	0.9812981298129813
GSE115469	SERPING1	Hepatocyte 3	629	4.020885583516714	0.9666136724960255
GSE115469	SERPING1	Hepatocyte 4	603	3.71303646896609	0.9635157545605307
GSE115469	SERPING1	Hepatocyte 5	202	3.850335761462108	1.0
GSE115469	SERPING1	Hepatocyte 6	152	2.742865857325102	0.6513157894736842
GSE115469	SERPING1	Inflammatory Macrophage	813	0.26351770129041036	0.17466174661746617
GSE115469	SERPING1	Mature B Cells	129	0.2910453108854072	0.14728682170542637
GSE115469	SERPING1	NK-like Cells	488	0.2398804091527814	0.17008196721311475
GSE115469	SERPING1	Non-inflammatory Macrophage	379	0.443926218474446	0.34564643799472294
GSE115469	SERPING1	Periportal LSECs	327	0.6987505477685083	0.6116207951070336
GSE115469	SERPING1	Plasma Cells	511	0.2830198265889153	0.18395303326810175
GSE115469	SERPING1	Portal endothelial Cells	211	0.5819252797212646	0.5118483412322274
GSE115469	SERPING1	alpha-beta T Cells	961	0.22615934606025173	0.1383975026014568
GSE115469	SERPING1	gamma-delta T Cells 1	464	0.31139659162225397	0.15517241379310345
GSE115469	SERPING1	gamma-delta T Cells 2	105	0.19061164955298107	0.24761904761904763
GSE115469	PLA2G16	Central venous LSECs	306	0.5496935775272207	0.43790849673202614
GSE115469	PLA2G16	Cholangiocytes	119	0.1963997581551055	0.33613445378151263
GSE115469	PLA2G16	Erythroid Cells	93	0.11556088155315768	0.043010752688172046
GSE115469	PLA2G16	Hepatic Stellate Cells	37	0.10573413404258522	0.1891891891891892
GSE115469	PLA2G16	Hepatocyte 1	1006	0.7661940660142519	0.5705765407554672
GSE115469	PLA2G16	Hepatocyte 2	909	0.5724602174772025	0.45434543454345433
GSE115469	PLA2G16	Hepatocyte 3	629	0.5385694439346725	0.24960254372019078
GSE115469	PLA2G16	Hepatocyte 4	603	0.3885398576311013	0.21890547263681592
GSE115469	PLA2G16	Hepatocyte 5	202	0.610898219122745	0.6089108910891089
GSE115469	PLA2G16	Hepatocyte 6	152	1.4039620674754445	0.4342105263157895
GSE115469	PLA2G16	Inflammatory Macrophage	813	0.1340429079323677	0.10947109471094711
GSE115469	PLA2G16	Mature B Cells	129	0.030838127515112706	0.023255813953488372
GSE115469	PLA2G16	NK-like Cells	488	0.43508831448242313	0.29918032786885246
GSE115469	PLA2G16	Non-inflammatory Macrophage	379	0.20682641714418154	0.19788918205804748
GSE115469	PLA2G16	Periportal LSECs	327	0.4203143123913249	0.42813455657492355
GSE115469	PLA2G16	Plasma Cells	511	0.08878048717129954	0.09001956947162426
GSE115469	PLA2G16	Portal endothelial Cells	211	0.7050017546420979	0.6113744075829384
GSE115469	PLA2G16	alpha-beta T Cells	961	0.2729198782860799	0.18210197710718
GSE115469	PLA2G16	gamma-delta T Cells 1	464	0.3080488722129115	0.15948275862068967
GSE115469	PLA2G16	gamma-delta T Cells 2	105	0.20364911797500793	0.3238095238095238
GSE115469	APOA5	Central venous LSECs	306	0.05668879801930945	0.03594771241830065
GSE115469	APOA5	Cholangiocytes	119	0.04544951209501058	0.058823529411764705
GSE115469	APOA5	Erythroid Cells	93	0.15876604921074325	0.03225806451612903
GSE115469	APOA5	Hepatic Stellate Cells	37	0.0	0.0
GSE115469	APOA5	Hepatocyte 1	1006	2.7481363848236873	0.9701789264413518
GSE115469	APOA5	Hepatocyte 2	909	1.7894380999476995	0.8954895489548955
GSE115469	APOA5	Hepatocyte 3	629	1.3670953905449763	0.4944356120826709
GSE115469	APOA5	Hepatocyte 4	603	3.0071397500844737	0.9154228855721394
GSE115469	APOA5	Hepatocyte 5	202	1.2788368543923492	0.8118811881188119
GSE115469	APOA5	Hepatocyte 6	152	2.3113692449895957	0.5263157894736842
GSE115469	APOA5	Inflammatory Macrophage	813	0.056015681553297524	0.02706027060270603
GSE115469	APOA5	Mature B Cells	129	0.01667438366616419	0.007751937984496124
GSE115469	APOA5	NK-like Cells	488	0.034244722274483226	0.018442622950819672
GSE115469	APOA5	Non-inflammatory Macrophage	379	0.04882919953492197	0.0316622691292876
GSE115469	APOA5	Periportal LSECs	327	0.043102437020806364	0.045871559633027525
GSE115469	APOA5	Plasma Cells	511	0.054362887418200126	0.029354207436399216
GSE115469	APOA5	Portal endothelial Cells	211	0.04939071911771151	0.052132701421800945
GSE115469	APOA5	alpha-beta T Cells	961	0.04320760584522609	0.031217481789802288
GSE115469	APOA5	gamma-delta T Cells 1	464	0.039949924781404696	0.021551724137931036
GSE115469	APOA5	gamma-delta T Cells 2	105	0.022971527633212863	0.05714285714285714
GSE115469	APOA1	Central venous LSECs	306	0.8924505472962373	0.5261437908496732
GSE115469	APOA1	Cholangiocytes	119	0.9452437569363779	0.7899159663865546
GSE115469	APOA1	Erythroid Cells	93	4.080577625382331	0.8172043010752689
GSE115469	APOA1	Hepatic Stellate Cells	37	1.1752666299407546	0.7837837837837838
GSE115469	APOA1	Hepatocyte 1	1006	7.239679061157803	1.0
GSE115469	APOA1	Hepatocyte 2	909	5.007684458862699	1.0
GSE115469	APOA1	Hepatocyte 3	629	5.975618630979323	0.9968203497615262
GSE115469	APOA1	Hepatocyte 4	603	6.93335398235922	1.0
GSE115469	APOA1	Hepatocyte 5	202	6.355265423803046	1.0
GSE115469	APOA1	Hepatocyte 6	152	7.3472399099877	0.9802631578947368
GSE115469	APOA1	Inflammatory Macrophage	813	1.5888205360424181	0.7047970479704797
GSE115469	APOA1	Mature B Cells	129	1.4529799276082092	0.627906976744186
GSE115469	APOA1	NK-like Cells	488	1.3001712057434145	0.6700819672131147
GSE115469	APOA1	Non-inflammatory Macrophage	379	1.3190694180830802	0.6649076517150396
GSE115469	APOA1	Periportal LSECs	327	1.1065718840112744	0.7522935779816514
GSE115469	APOA1	Plasma Cells	511	1.4583549063120569	0.6927592954990215
GSE115469	APOA1	Portal endothelial Cells	211	1.326055429981783	0.7867298578199052
GSE115469	APOA1	alpha-beta T Cells	961	1.401466347207388	0.6451612903225806
GSE115469	APOA1	gamma-delta T Cells 1	464	1.4514291646151707	0.603448275862069
GSE115469	APOA1	gamma-delta T Cells 2	105	0.9463293274243673	0.8
GSE115469	KLF6	Central venous LSECs	306	0.5927198041790451	0.4084967320261438
GSE115469	KLF6	Cholangiocytes	119	0.9107957873023859	0.7394957983193278
GSE115469	KLF6	Erythroid Cells	93	0.3978607378980165	0.16129032258064516
GSE115469	KLF6	Hepatic Stellate Cells	37	0.532181712018477	0.5675675675675675
GSE115469	KLF6	Hepatocyte 1	1006	0.7110849254825717	0.49204771371769385
GSE115469	KLF6	Hepatocyte 2	909	0.9431685680406715	0.5951595159515951
GSE115469	KLF6	Hepatocyte 3	629	0.35946238476824494	0.151033386327504
GSE115469	KLF6	Hepatocyte 4	603	1.094004239905533	0.45107794361525705
GSE115469	KLF6	Hepatocyte 5	202	0.48356489940445024	0.5
GSE115469	KLF6	Hepatocyte 6	152	0.17828190287477091	0.08552631578947369
GSE115469	KLF6	Inflammatory Macrophage	813	1.7134734148762176	0.6875768757687577
GSE115469	KLF6	Mature B Cells	129	1.2292075591493947	0.5503875968992248
GSE115469	KLF6	NK-like Cells	488	1.6573954671621323	0.7254098360655737
GSE115469	KLF6	Non-inflammatory Macrophage	379	1.3510213635842214	0.6411609498680739
GSE115469	KLF6	Periportal LSECs	327	0.55928008827959	0.5015290519877675
GSE115469	KLF6	Plasma Cells	511	0.47785291604974733	0.2857142857142857
GSE115469	KLF6	Portal endothelial Cells	211	0.7366753244569516	0.5592417061611374
GSE115469	KLF6	alpha-beta T Cells	961	1.5176019902718054	0.6326742976066597
GSE115469	KLF6	gamma-delta T Cells 1	464	1.6978068566270943	0.6422413793103449
GSE115469	KLF6	gamma-delta T Cells 2	105	1.1841457823912303	0.8285714285714286
GSE115469	CXCL12	Central venous LSECs	306	0.06305805657034606	0.05228758169934641
GSE115469	CXCL12	Cholangiocytes	119	0.03339273614041945	0.058823529411764705
GSE115469	CXCL12	Erythroid Cells	93	0.0	0.0
GSE115469	CXCL12	Hepatic Stellate Cells	37	0.5966351008093035	0.5405405405405406
GSE115469	CXCL12	Hepatocyte 1	1006	0.0018415795287365468	0.0019880715705765406
GSE115469	CXCL12	Hepatocyte 2	909	0.0012454271841101652	0.0011001100110011
GSE115469	CXCL12	Hepatocyte 3	629	0.036088521795166695	0.014308426073131956
GSE115469	CXCL12	Hepatocyte 4	603	0.0016509190720705252	0.001658374792703151
GSE115469	CXCL12	Hepatocyte 5	202	0.013493726232854447	0.039603960396039604
GSE115469	CXCL12	Hepatocyte 6	152	0.026173839443608335	0.006578947368421052
GSE115469	CXCL12	Inflammatory Macrophage	813	0.09740056359606622	0.06519065190651907
GSE115469	CXCL12	Mature B Cells	129	0.013288381487824196	0.007751937984496124
GSE115469	CXCL12	NK-like Cells	488	0.01719429331724761	0.00819672131147541
GSE115469	CXCL12	Non-inflammatory Macrophage	379	1.1111792392026152	0.6358839050131926
GSE115469	CXCL12	Periportal LSECs	327	0.047916296470785	0.027522935779816515
GSE115469	CXCL12	Plasma Cells	511	0.008264320004009687	0.003913894324853229
GSE115469	CXCL12	Portal endothelial Cells	211	0.12577205047152618	0.13744075829383887
GSE115469	CXCL12	alpha-beta T Cells	961	0.006107710154570104	0.004162330905306972
GSE115469	CXCL12	gamma-delta T Cells 1	464	0.01866421077785821	0.008620689655172414
GSE115469	CXCL12	gamma-delta T Cells 2	105	0.0	0.0
GSE115469	CPN1	Central venous LSECs	306	0.0	0.0
GSE115469	CPN1	Cholangiocytes	119	0.0	0.0
GSE115469	CPN1	Erythroid Cells	93	0.0	0.0
GSE115469	CPN1	Hepatic Stellate Cells	37	0.0	0.0
GSE115469	CPN1	Hepatocyte 1	1006	0.11489209633461286	0.12027833001988071
GSE115469	CPN1	Hepatocyte 2	909	0.054160960567797505	0.0539053905390539
GSE115469	CPN1	Hepatocyte 3	629	0.24221509164391716	0.10810810810810811
GSE115469	CPN1	Hepatocyte 4	603	0.08733799099724486	0.04809286898839138
GSE115469	CPN1	Hepatocyte 5	202	0.1290462144678182	0.22772277227722773
GSE115469	CPN1	Hepatocyte 6	152	0.10077596495026037	0.039473684210526314
GSE115469	CPN1	Inflammatory Macrophage	813	0.0	0.0
GSE115469	CPN1	Mature B Cells	129	0.016297878221023913	0.007751937984496124
GSE115469	CPN1	NK-like Cells	488	0.009980335953782817	0.00819672131147541
GSE115469	CPN1	Non-inflammatory Macrophage	379	0.0026963105459641024	0.005277044854881266
GSE115469	CPN1	Periportal LSECs	327	0.0044328473758989155	0.0061162079510703364
GSE115469	CPN1	Plasma Cells	511	0.0052787802690629155	0.003913894324853229
GSE115469	CPN1	Portal endothelial Cells	211	0.0	0.0
GSE115469	CPN1	alpha-beta T Cells	961	0.0036390523632656895	0.003121748178980229
GSE115469	CPN1	gamma-delta T Cells 1	464	0.007881892909263742	0.004310344827586207
GSE115469	CPN1	gamma-delta T Cells 2	105	0.0	0.0
GSE115469	SCD	Central venous LSECs	306	0.17966668473349678	0.1111111111111111
GSE115469	SCD	Cholangiocytes	119	0.13130211128908045	0.15966386554621848
GSE115469	SCD	Erythroid Cells	93	0.14482451959322856	0.06451612903225806
GSE115469	SCD	Hepatic Stellate Cells	37	0.0	0.0
GSE115469	SCD	Hepatocyte 1	1006	0.4327290948354463	0.36381709741550694
GSE115469	SCD	Hepatocyte 2	909	0.4802188133970477	0.39933993399339934
GSE115469	SCD	Hepatocyte 3	629	4.24523447484773	0.9713831478537361
GSE115469	SCD	Hepatocyte 4	603	0.4580822480258657	0.24212271973466004
GSE115469	SCD	Hepatocyte 5	202	2.23122376321566	0.9455445544554455
GSE115469	SCD	Hepatocyte 6	152	0.22216838676678508	0.07236842105263158
GSE115469	SCD	Inflammatory Macrophage	813	0.14705524904261655	0.0910209102091021
GSE115469	SCD	Mature B Cells	129	0.08711765348449234	0.046511627906976744
GSE115469	SCD	NK-like Cells	488	0.08413595388658711	0.05737704918032787
GSE115469	SCD	Non-inflammatory Macrophage	379	0.806576095029987	0.47493403693931396
GSE115469	SCD	Periportal LSECs	327	0.1562484945725957	0.14067278287461774
GSE115469	SCD	Plasma Cells	511	0.8855775350635532	0.4090019569471624
GSE115469	SCD	Portal endothelial Cells	211	0.03600053104320409	0.04739336492890995
GSE115469	SCD	alpha-beta T Cells	961	0.062197017309941066	0.036420395421436005
GSE115469	SCD	gamma-delta T Cells 1	464	0.08034686294609103	0.04525862068965517
GSE115469	SCD	gamma-delta T Cells 2	105	0.04884115684600104	0.06666666666666667
GSE115469	HABP2	Central venous LSECs	306	0.026298977483331768	0.029411764705882353
GSE115469	HABP2	Cholangiocytes	119	0.37272333648024486	0.5042016806722689
GSE115469	HABP2	Erythroid Cells	93	0.03386808595349712	0.021505376344086023
GSE115469	HABP2	Hepatic Stellate Cells	37	0.014021751042958852	0.02702702702702703
GSE115469	HABP2	Hepatocyte 1	1006	0.5146672913497295	0.43538767395626243
GSE115469	HABP2	Hepatocyte 2	909	0.5946844186064172	0.49724972497249725
GSE115469	HABP2	Hepatocyte 3	629	0.944065144691255	0.3672496025437202
GSE115469	HABP2	Hepatocyte 4	603	0.6552153327571812	0.32669983416252074
GSE115469	HABP2	Hepatocyte 5	202	0.7841961037847075	0.7277227722772277
GSE115469	HABP2	Hepatocyte 6	152	0.1546142763997379	0.05921052631578947
GSE115469	HABP2	Inflammatory Macrophage	813	0.01656001447018369	0.01107011070110701
GSE115469	HABP2	Mature B Cells	129	0.013023265572481377	0.007751937984496124
GSE115469	HABP2	NK-like Cells	488	0.019722946721022247	0.01639344262295082
GSE115469	HABP2	Non-inflammatory Macrophage	379	0.043235543378110294	0.023746701846965697
GSE115469	HABP2	Periportal LSECs	327	0.022801657335473857	0.021406727828746176
GSE115469	HABP2	Plasma Cells	511	0.07907858590090579	0.050880626223091974
GSE115469	HABP2	Portal endothelial Cells	211	0.0051067717973654865	0.018957345971563982
GSE115469	HABP2	alpha-beta T Cells	961	0.011100510435719644	0.008324661810613945
GSE115469	HABP2	gamma-delta T Cells 1	464	0.024921215813735437	0.01293103448275862
GSE115469	HABP2	gamma-delta T Cells 2	105	0.013767701103573754	0.009523809523809525
GSE115469	ABLIM1	Central venous LSECs	306	0.05236025709731906	0.05228758169934641
GSE115469	ABLIM1	Cholangiocytes	119	0.13125431468757262	0.23529411764705882
GSE115469	ABLIM1	Erythroid Cells	93	0.01831357197094989	0.010752688172043012
GSE115469	ABLIM1	Hepatic Stellate Cells	37	0.04377957775786116	0.10810810810810811
GSE115469	ABLIM1	Hepatocyte 1	1006	0.15126561043158204	0.15308151093439365
GSE115469	ABLIM1	Hepatocyte 2	909	0.19410820546323318	0.19031903190319033
GSE115469	ABLIM1	Hepatocyte 3	629	0.11671439035897793	0.057233704292527825
GSE115469	ABLIM1	Hepatocyte 4	603	0.17549969021162978	0.09618573797678276
GSE115469	ABLIM1	Hepatocyte 5	202	0.14387266492784614	0.26732673267326734
GSE115469	ABLIM1	Hepatocyte 6	152	0.026572021606721376	0.013157894736842105
GSE115469	ABLIM1	Inflammatory Macrophage	813	0.0034077525285483874	0.0036900369003690036
GSE115469	ABLIM1	Mature B Cells	129	0.0697270858195401	0.046511627906976744
GSE115469	ABLIM1	NK-like Cells	488	0.16254603997117184	0.1290983606557377
GSE115469	ABLIM1	Non-inflammatory Macrophage	379	0.0062465924858103325	0.0079155672823219
GSE115469	ABLIM1	Periportal LSECs	327	0.24333060503188259	0.27522935779816515
GSE115469	ABLIM1	Plasma Cells	511	0.008189880101414809	0.005870841487279843
GSE115469	ABLIM1	Portal endothelial Cells	211	0.22200299742944998	0.24170616113744076
GSE115469	ABLIM1	alpha-beta T Cells	961	0.057663639924032506	0.04994797086368366
GSE115469	ABLIM1	gamma-delta T Cells 1	464	0.07957801556792753	0.04741379310344827
GSE115469	ABLIM1	gamma-delta T Cells 2	105	0.05955968343076252	0.09523809523809523
GSE115469	FGFR2	Central venous LSECs	306	0.0	0.0
GSE115469	FGFR2	Cholangiocytes	119	0.44565820543705914	0.5126050420168067
GSE115469	FGFR2	Erythroid Cells	93	0.04147268879798151	0.010752688172043012
GSE115469	FGFR2	Hepatic Stellate Cells	37	0.04456508763738581	0.10810810810810811
GSE115469	FGFR2	Hepatocyte 1	1006	0.009227163156505607	0.007952286282306162
GSE115469	FGFR2	Hepatocyte 2	909	0.004932008134518781	0.005500550055005501
GSE115469	FGFR2	Hepatocyte 3	629	0.02996650873572345	0.01589825119236884
GSE115469	FGFR2	Hepatocyte 4	603	0.01138558889898297	0.004975124378109453
GSE115469	FGFR2	Hepatocyte 5	202	0.07140634400714742	0.08415841584158416
GSE115469	FGFR2	Hepatocyte 6	152	0.0	0.0
GSE115469	FGFR2	Inflammatory Macrophage	813	0.004084228442897069	0.0024600246002460025
GSE115469	FGFR2	Mature B Cells	129	0.0	0.0
GSE115469	FGFR2	NK-like Cells	488	0.0	0.0
GSE115469	FGFR2	Non-inflammatory Macrophage	379	0.000900260455375611	0.002638522427440633
GSE115469	FGFR2	Periportal LSECs	327	0.0	0.0
GSE115469	FGFR2	Plasma Cells	511	0.0017621984920389731	0.0019569471624266144
GSE115469	FGFR2	Portal endothelial Cells	211	0.0	0.0
GSE115469	FGFR2	alpha-beta T Cells	961	0.007678163163247639	0.004162330905306972
GSE115469	FGFR2	gamma-delta T Cells 1	464	0.0	0.0
GSE115469	FGFR2	gamma-delta T Cells 2	105	0.004820807774861654	0.009523809523809525
GSE115469	CYP2E1	Central venous LSECs	306	0.16883582928601434	0.10784313725490197
GSE115469	CYP2E1	Cholangiocytes	119	0.1565738126885991	0.17647058823529413
GSE115469	CYP2E1	Erythroid Cells	93	0.8139979496438016	0.1935483870967742
GSE115469	CYP2E1	Hepatic Stellate Cells	37	0.3483439112031782	0.2702702702702703
GSE115469	CYP2E1	Hepatocyte 1	1006	4.5859968673519305	0.9920477137176938
GSE115469	CYP2E1	Hepatocyte 2	909	4.111712448930058	0.9911991199119912
GSE115469	CYP2E1	Hepatocyte 3	629	5.15328433043627	0.9809220985691574
GSE115469	CYP2E1	Hepatocyte 4	603	4.287378598801532	0.9651741293532339
GSE115469	CYP2E1	Hepatocyte 5	202	2.864946933518542	0.8415841584158416
GSE115469	CYP2E1	Hepatocyte 6	152	5.735601638492785	0.9342105263157895
GSE115469	CYP2E1	Inflammatory Macrophage	813	0.30405644223845457	0.16482164821648215
GSE115469	CYP2E1	Mature B Cells	129	0.27788797251937924	0.15503875968992248
GSE115469	CYP2E1	NK-like Cells	488	0.26579327942406544	0.1864754098360656
GSE115469	CYP2E1	Non-inflammatory Macrophage	379	0.36961415669534325	0.23218997361477572
GSE115469	CYP2E1	Periportal LSECs	327	0.27091381040370427	0.24770642201834864
GSE115469	CYP2E1	Plasma Cells	511	0.42110118938431346	0.25244618395303325
GSE115469	CYP2E1	Portal endothelial Cells	211	0.3228495977642412	0.24644549763033174
GSE115469	CYP2E1	alpha-beta T Cells	961	0.25353367311897435	0.15400624349635797
GSE115469	CYP2E1	gamma-delta T Cells 1	464	0.3407068758689124	0.15948275862068967
GSE115469	CYP2E1	gamma-delta T Cells 2	105	0.18373994756312598	0.23809523809523808
GSE115469	A2M	Central venous LSECs	306	1.4345961896812214	0.7843137254901961
GSE115469	A2M	Cholangiocytes	119	0.1009408403344515	0.15126050420168066
GSE115469	A2M	Erythroid Cells	93	0.5762529565441993	0.15053763440860216
GSE115469	A2M	Hepatic Stellate Cells	37	0.27502500688707504	0.2702702702702703
GSE115469	A2M	Hepatocyte 1	1006	0.9249436438498393	0.5964214711729622
GSE115469	A2M	Hepatocyte 2	909	0.9070405248302569	0.5907590759075908
GSE115469	A2M	Hepatocyte 3	629	3.408243398882437	0.9093799682034976
GSE115469	A2M	Hepatocyte 4	603	1.4805335637744188	0.572139303482587
GSE115469	A2M	Hepatocyte 5	202	3.3864300301169403	0.9851485148514851
GSE115469	A2M	Hepatocyte 6	152	0.2603957802057266	0.07894736842105263
GSE115469	A2M	Inflammatory Macrophage	813	0.2777678263070105	0.1881918819188192
GSE115469	A2M	Mature B Cells	129	0.1609074635099071	0.09302325581395349
GSE115469	A2M	NK-like Cells	488	0.12433990958284159	0.0860655737704918
GSE115469	A2M	Non-inflammatory Macrophage	379	0.48193850106802966	0.32717678100263853
GSE115469	A2M	Periportal LSECs	327	0.9730519190749626	0.6299694189602446
GSE115469	A2M	Plasma Cells	511	0.27147365355619946	0.18590998043052837
GSE115469	A2M	Portal endothelial Cells	211	0.3370118139055668	0.3175355450236967
GSE115469	A2M	alpha-beta T Cells	961	0.114960945359626	0.06971904266389178
GSE115469	A2M	gamma-delta T Cells 1	464	0.15512135753343845	0.07758620689655173
GSE115469	A2M	gamma-delta T Cells 2	105	0.07302254154568627	0.08571428571428572
GSE115469	NR1H4	Central venous LSECs	306	0.014323168330722384	0.013071895424836602
GSE115469	NR1H4	Cholangiocytes	119	0.2454176406775202	0.36134453781512604
GSE115469	NR1H4	Erythroid Cells	93	0.0	0.0
GSE115469	NR1H4	Hepatic Stellate Cells	37	0.1642620124526926	0.24324324324324326
GSE115469	NR1H4	Hepatocyte 1	1006	0.31291059737888055	0.2823061630218688
GSE115469	NR1H4	Hepatocyte 2	909	0.34588390401881125	0.3124312431243124
GSE115469	NR1H4	Hepatocyte 3	629	0.33128488414427815	0.1383147853736089
GSE115469	NR1H4	Hepatocyte 4	603	0.22754475588031473	0.1310116086235489
GSE115469	NR1H4	Hepatocyte 5	202	0.32086519727317414	0.4306930693069307
GSE115469	NR1H4	Hepatocyte 6	152	0.43686224128070633	0.15789473684210525
GSE115469	NR1H4	Inflammatory Macrophage	813	0.020020018277866227	0.01107011070110701
GSE115469	NR1H4	Mature B Cells	129	0.012449478918267774	0.007751937984496124
GSE115469	NR1H4	NK-like Cells	488	0.018902720730812825	0.012295081967213115
GSE115469	NR1H4	Non-inflammatory Macrophage	379	0.011245953847990816	0.0079155672823219
GSE115469	NR1H4	Periportal LSECs	327	0.0068781802413660454	0.009174311926605505
GSE115469	NR1H4	Plasma Cells	511	0.0025063260602391163	0.005870841487279843
GSE115469	NR1H4	Portal endothelial Cells	211	0.004765212253371686	0.009478672985781991
GSE115469	NR1H4	alpha-beta T Cells	961	0.008487737389682608	0.005202913631633715
GSE115469	NR1H4	gamma-delta T Cells 1	464	0.018872113320334203	0.008620689655172414
GSE115469	NR1H4	gamma-delta T Cells 2	105	0.0	0.0
GSE115469	COL4A2	Central venous LSECs	306	0.3913298376829796	0.33986928104575165
GSE115469	COL4A2	Cholangiocytes	119	0.06324636560528218	0.10084033613445378
GSE115469	COL4A2	Erythroid Cells	93	0.006590527872885427	0.010752688172043012
